                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                0.17766,                0.36509,                0.93191,                 0.9754,                      1,                  0.995,                  0.995,                0.22527,                0.39976,                0.32853,               0.019891,              0.0068913,              0.0068913
                     22,                0.17828,                0.41898,                0.93807,                0.97096,                      1,                  0.995,                  0.995,                0.25176,                0.39058,                0.36144,               0.016118,               0.007118,               0.007118
                     23,                0.17303,                0.38719,                0.92271,                0.95316,                0.97316,                  0.995,                0.98589,                0.24946,                0.44071,                 0.3593,               0.012337,              0.0073369,              0.0073369
                     24,                 0.2067,                0.39059,                0.92243,                0.92707,                0.93998,                  0.995,                  0.995,                0.20577,                0.47391,                0.31498,              0.0085478,              0.0075478,              0.0075478
                     25,                0.18979,                0.43567,                0.92609,                0.97651,                      1,                  0.995,                  0.995,                0.23381,                0.38165,                0.33632,               0.007525,               0.007525,               0.007525
                     26,                0.18056,                0.38758,                0.94451,                0.94945,                  0.875,                  0.995,                  0.995,                0.24165,                0.51935,                0.34441,               0.007525,               0.007525,               0.007525
                     27,                  0.172,                0.41341,                0.95615,                0.89928,                  0.875,                  0.995,                  0.995,                 0.2427,                0.59299,                0.35386,               0.007426,               0.007426,               0.007426
                     28,                0.20714,                 0.4384,                0.93587,                0.90165,                  0.875,                  0.995,                  0.995,                0.27332,                 0.7939,                0.40021,               0.007327,               0.007327,               0.007327
                     29,                0.19041,                0.44561,                 0.9153,                0.85356,                  0.875,                0.91208,                0.86296,                0.41568,                0.87775,                0.46403,               0.007228,               0.007228,               0.007228
                     30,                0.19195,                 0.4867,                0.93233,                0.73768,                0.98939,                0.93281,                0.90507,                0.32663,                0.89466,                0.47582,               0.007129,               0.007129,               0.007129
                     31,                 0.1893,                0.41226,                0.94691,                0.69444,                0.96889,                  0.995,                  0.995,                 0.2956,                0.74834,                0.43897,                0.00703,                0.00703,                0.00703
                     32,                0.19807,                0.45198,                 0.9642,                0.62405,                 0.9543,                  0.995,                  0.995,                0.22719,                0.81974,                0.33378,               0.006931,               0.006931,               0.006931
                     33,                0.19229,                0.45195,                 0.9792,                0.73231,                 0.6875,                0.91198,                0.91198,                0.23053,                  1.138,                0.35128,               0.006832,               0.006832,               0.006832
                     34,                0.19491,                0.51527,                0.94401,                0.68782,                0.95302,                  0.995,                  0.995,                0.25101,                0.77006,                 0.3693,               0.006733,               0.006733,               0.006733
                     35,                0.20821,                0.43666,                0.93842,                0.71245,                      1,                  0.995,                  0.995,                0.33111,                0.63914,                0.50577,               0.006634,               0.006634,               0.006634
                     36,                 0.1798,                0.40432,                0.93439,                0.80913,                      1,                  0.995,                  0.995,                0.29718,                0.55061,                0.43705,               0.006535,               0.006535,               0.006535
                     37,                0.18904,                0.45719,                0.91597,                0.96498,                      1,                  0.995,                0.98576,                0.31153,                0.48844,                0.44994,               0.006436,               0.006436,               0.006436
                     38,                0.15725,                 0.4162,                0.91469,                0.93285,                 0.9748,                  0.995,                0.97685,                 0.3664,                0.50957,                0.53381,               0.006337,               0.006337,               0.006337
                     39,                0.17811,                0.44737,                0.92612,                 0.9522,                0.96875,                0.98875,                0.98265,                0.34179,                0.50197,                0.50441,               0.006238,               0.006238,               0.006238
                     40,                0.17811,                0.43077,                0.95099,                0.85338,                0.94818,                  0.995,                0.99044,                 0.4113,                 0.6171,                0.58944,               0.006139,               0.006139,               0.006139
                     41,                0.14933,                0.40085,                 0.9453,                0.90092,                0.84499,                  0.995,                0.96335,                0.51367,                0.67378,                0.66439,                0.00604,                0.00604,                0.00604
                     42,                0.20491,                0.41454,                0.95552,                0.73157,                      1,                  0.995,                0.95449,                0.49941,                0.60392,                 0.6327,               0.005941,               0.005941,               0.005941
                     43,                0.18129,                0.42455,                0.94919,                0.79821,                      1,                  0.995,                0.96946,                0.44075,                0.59517,                0.58622,               0.005842,               0.005842,               0.005842
                     44,                 0.1652,                0.45602,                0.91264,                0.87691,                0.89408,                  0.995,                0.95847,                0.41272,                0.75663,                0.58742,               0.005743,               0.005743,               0.005743
                     45,                0.16406,                0.39291,                0.92208,                 0.8673,                0.98415,                  0.995,                0.97563,                 0.3295,                0.61212,                0.46683,               0.005644,               0.005644,               0.005644
                     46,                0.16978,                0.39569,                0.90655,                 0.9248,                0.97936,                  0.995,                0.98047,                0.29632,                0.59266,                0.40985,               0.005545,               0.005545,               0.005545
                     47,                0.17227,                0.41044,                0.90266,                 0.9577,                0.97364,                  0.995,                0.99004,                0.30115,                0.53764,                0.40848,               0.005446,               0.005446,               0.005446
                     48,                 0.1447,                0.40023,                0.94832,                0.95591,                0.98091,                  0.995,                  0.995,                0.27965,                0.47575,                0.38489,               0.005347,               0.005347,               0.005347
                     49,                0.15216,                0.43694,                0.89571,                0.93632,                0.97308,                  0.995,                  0.995,                0.33188,                 0.5274,                0.46997,               0.005248,               0.005248,               0.005248
                     50,                0.16916,                0.41041,                0.90472,                0.92228,                 0.9696,                0.95354,                0.95354,                 0.3362,                0.62259,                0.46685,               0.005149,               0.005149,               0.005149
                     51,                 0.1424,                0.43009,                 0.9078,                0.88341,                0.95609,                0.95354,                0.95067,                0.31486,                0.66853,                0.44056,                0.00505,                0.00505,                0.00505
                     52,                0.14383,                0.44902,                0.91817,                0.90323,                0.96875,                0.96375,                0.96185,                0.30672,                0.65858,                0.43753,               0.004951,               0.004951,               0.004951
                     53,                0.16271,                0.41401,                0.92582,                0.93377,                0.96983,                  0.995,                  0.995,                0.31805,                0.54786,                0.44855,               0.004852,               0.004852,               0.004852
                     54,                0.15926,                0.38367,                0.90738,                0.94109,                0.97068,                  0.995,                  0.995,                0.32098,                0.48326,                0.44764,               0.004753,               0.004753,               0.004753
                     55,                0.17198,                  0.367,                0.92962,                0.96836,                      1,                  0.995,                0.98727,                0.30118,                 0.4666,                0.43654,               0.004654,               0.004654,               0.004654
                     56,                 0.1417,                0.36471,                 0.9167,                0.96468,                      1,                  0.995,                 0.9857,                0.26036,                 0.4541,                0.38371,               0.004555,               0.004555,               0.004555
                     57,                0.14159,                0.40713,                0.91591,                0.96501,                      1,                  0.995,                0.98727,                0.29588,                0.52157,                0.42034,               0.004456,               0.004456,               0.004456
                     58,                 0.1397,                0.38001,                0.93723,                0.96844,                      1,                  0.995,                  0.995,                0.29914,                  0.481,                 0.4259,               0.004357,               0.004357,               0.004357
                     59,                0.14448,                0.37413,                0.89885,                0.96877,                      1,                  0.995,                0.99304,                0.28632,                0.52264,                 0.4031,               0.004258,               0.004258,               0.004258
                     60,                0.15517,                0.39549,                0.93259,                0.96045,                      1,                  0.995,                 0.9901,                0.32024,                0.57062,                0.45313,               0.004159,               0.004159,               0.004159
                     61,                 0.1428,                0.37746,                0.92314,                 0.9589,                      1,                  0.995,                0.98354,                0.31227,                0.54827,                0.43694,                0.00406,                0.00406,                0.00406
                     62,                0.15078,                0.35383,                0.91667,                0.94854,                      1,                  0.995,                0.98146,                0.38377,                0.48505,                0.51739,               0.003961,               0.003961,               0.003961
                     63,                0.15226,                0.37611,                0.91955,                0.95219,                0.98287,                  0.995,                0.99052,                0.31136,                0.46756,                0.43837,               0.003862,               0.003862,               0.003862
                     64,                0.13368,                0.39753,                0.88424,                0.95397,                      1,                  0.995,                0.98497,                0.30141,                0.48938,                0.43107,               0.003763,               0.003763,               0.003763
                     65,                0.12886,                0.36013,                0.91844,                0.91681,                0.91533,                  0.995,                0.98383,                0.33894,                  0.625,                0.48074,               0.003664,               0.003664,               0.003664
                     66,                0.14066,                0.37588,                0.93845,                0.96487,                0.97006,                  0.995,                 0.9776,                0.32573,                0.49856,                0.47529,               0.003565,               0.003565,               0.003565
                     67,                0.13332,                0.34907,                0.92435,                0.97226,                0.97645,                  0.995,                 0.9863,                0.31623,                0.44676,                0.46213,               0.003466,               0.003466,               0.003466
                     68,                0.13431,                  0.365,                0.92267,                0.89674,                0.94584,                  0.995,                0.97837,                0.34212,                0.60987,                0.45956,               0.003367,               0.003367,               0.003367
                     69,                0.12796,                0.38807,                0.91352,                0.85114,                0.94314,                  0.995,                0.94724,                0.37662,                0.76541,                0.47522,               0.003268,               0.003268,               0.003268
                     70,                0.11451,                0.34339,                0.90916,                0.77545,                0.94342,                0.92996,                0.89887,                0.34865,                0.77137,                0.45137,               0.003169,               0.003169,               0.003169
                     71,                0.12474,                0.33114,                0.92448,                0.88641,                  0.875,                0.93281,                0.89517,                0.35704,                 0.8196,                0.45841,                0.00307,                0.00307,                0.00307
                     72,                0.12628,                0.40616,                0.91346,                0.84972,                 0.9433,                  0.995,                0.96624,                0.34668,                 0.6851,                0.46541,               0.002971,               0.002971,               0.002971
                     73,                0.12025,                0.33906,                 0.9046,                0.96182,                0.95506,                  0.995,                0.96402,                0.40001,                0.58765,                0.53598,               0.002872,               0.002872,               0.002872
                     74,                0.12198,                0.33272,                0.92408,                0.96364,                      1,                  0.995,                0.96855,                0.30208,                0.52202,                0.40934,               0.002773,               0.002773,               0.002773
                     75,                0.12541,                0.38039,                0.92334,                0.95077,                      1,                  0.995,                0.98719,                0.27762,                0.43882,                0.39278,               0.002674,               0.002674,               0.002674
                     76,                0.11011,                0.33935,                0.90897,                 0.9578,                      1,                  0.995,                0.99238,                0.27433,                0.41568,                 0.3934,               0.002575,               0.002575,               0.002575
                     77,                0.10575,                0.34772,                0.89409,                0.95591,                      1,                  0.995,                0.99118,                0.27929,                0.41995,                0.41333,               0.002476,               0.002476,               0.002476
                     78,                0.11224,                 0.3142,                0.91872,                0.95566,                      1,                  0.995,                0.99119,                0.27812,                0.41972,                0.44834,               0.002377,               0.002377,               0.002377
                     79,                0.11091,                0.33955,                 0.9132,                0.97773,                      1,                  0.995,                0.99118,                0.27159,                0.41273,                0.39795,               0.002278,               0.002278,               0.002278
                     80,                 0.1077,                0.33258,                0.92776,                0.97488,                      1,                  0.995,                  0.995,                0.27097,                0.39119,                 0.3936,               0.002179,               0.002179,               0.002179
                     81,                0.10695,                0.30456,                0.90811,                0.96821,                      1,                  0.995,                0.99119,                0.27447,                0.39072,                0.40115,                0.00208,                0.00208,                0.00208
                     82,                0.09662,                0.26521,                0.88836,                 0.9682,                0.99292,                  0.995,                0.97875,                0.28493,                0.41235,                0.41633,               0.001981,               0.001981,               0.001981
                     83,                0.10205,                 0.3121,                0.89033,                0.96931,                0.99058,                  0.995,                0.97797,                0.28535,                0.42105,                0.41989,               0.001882,               0.001882,               0.001882
                     84,                0.09245,                0.31322,                0.89755,                0.97218,                      1,                  0.995,                  0.995,                0.27389,                0.41279,                0.40349,               0.001783,               0.001783,               0.001783
                     85,                0.09661,                0.29103,                0.92351,                0.97157,                      1,                  0.995,                  0.995,                0.26671,                0.39838,                0.39328,               0.001684,               0.001684,               0.001684
                     86,                0.09126,                 0.3046,                0.89946,                0.97893,                      1,                  0.995,                  0.995,                0.26417,                0.40492,                0.38773,               0.001585,               0.001585,               0.001585
                     87,                 0.0958,                  0.336,                0.87313,                0.98063,                0.99311,                  0.995,                  0.995,                0.25562,                0.40066,                0.37384,               0.001486,               0.001486,               0.001486
                     88,                0.09563,                0.32213,                 0.9098,                0.95505,                0.96875,                0.98875,                0.98634,                0.25586,                0.40503,                0.37192,               0.001387,               0.001387,               0.001387
                     89,                0.10497,                0.33838,                0.89157,                0.97901,                      1,                  0.995,                  0.995,                0.25305,                0.36865,                  0.369,               0.001288,               0.001288,               0.001288
                     90,                0.08041,                0.30625,                0.89224,                0.97939,                      1,                  0.995,                  0.995,                0.25767,                0.35674,                0.37473,               0.001189,               0.001189,               0.001189
                     91,                0.08416,                0.32441,                0.92004,                0.98053,                      1,                  0.995,                  0.995,                 0.2617,                0.34574,                0.37921,                0.00109,                0.00109,                0.00109
                     92,                0.09015,                0.28383,                0.91925,                0.98074,                      1,                  0.995,                  0.995,                0.26502,                0.33649,                0.38529,               0.000991,               0.000991,               0.000991
                     93,                0.08179,                0.29294,                0.89631,                0.98027,                      1,                  0.995,                  0.995,                0.25946,                0.32709,                0.37334,               0.000892,               0.000892,               0.000892
                     94,                0.08927,                0.34976,                 0.9271,                0.98047,                      1,                  0.995,                  0.995,                0.25963,                0.32092,                0.37099,               0.000793,               0.000793,               0.000793
                     95,                0.08685,                0.28281,                0.90235,                0.98023,                      1,                  0.995,                  0.995,                0.25948,                0.31734,                0.37273,               0.000694,               0.000694,               0.000694
                     96,                0.08513,                 0.2816,                0.88059,                0.98058,                      1,                  0.995,                  0.995,                0.26121,                0.31462,                 0.3748,               0.000595,               0.000595,               0.000595
                     97,                0.08414,                0.30705,                0.91027,                0.98038,                      1,                  0.995,                  0.995,                0.25873,                0.31522,                0.37448,               0.000496,               0.000496,               0.000496
                     98,                0.07737,                0.25848,                0.90751,                0.98015,                      1,                  0.995,                  0.995,                0.25565,                0.32395,                0.37031,               0.000397,               0.000397,               0.000397
                     99,                0.07956,                0.26567,                0.91265,                0.98039,                      1,                  0.995,                  0.995,                0.25362,                0.32745,                0.36799,               0.000298,               0.000298,               0.000298
